url,team,name,pob,dob
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175378.html,Dale Coyne Racing,Conor Daly,United States,17 December 1991 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175382.html,ART Grand Prix,Nirei Fukuzumi,Japan,24 January 1997 (19)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175401.html,Audi Sport Team Abt Sportsline,Miguel Molina,Spain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175403.html,Kiefer Racing,Miguel Oliveira,Portugal,4 January 1995 (21)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175404.html,Sauber,Marcus Ericsson,Sweden,2 September 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175431.html,Mahindra Racing,Lorenzo Petrarca,Italy,24 July 1997 (19)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175467.html,Stop And Go Racing Team,Jesko Raffin,Switzerland,12 June 1996 (20)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175481.html,Movistar Yamaha MotoGP,Valentino Rossi,Italy,16 February 1979 (37)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175504.html,Manor Racing,Jordan King,Great Britain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175550.html,Lada Sport,Hugo Valente,France,17 June 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175575.html,Intact GP,Jonas Folger,Germany,13 August 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175597.html,Sebastien Loeb Racing,Mehdi Bennani,Morocco,25 August 1983 (33)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175624.html,Campos Racing,Konstantin Tereschenko,Russia,17 June 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175627.html,Van Amersfoort Racing,Callum Ilott,United Kingdom,11 November 1998 (17)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175637.html,QMMF Racing Team,Julian Simon,Spain,3 April 1987 (29)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175666.html,Audi Sport Team Rosberg,Jamie Green,United Kingdom,14 June 1982 (34)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175690.html,BMW Team Schnitzer,Martin Tomczyk,Germany,7 December 1981 (34)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175703.html,Interwetten Paddock,Thomas Luthi,Switzerland,6 September 1986 (30)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175714.html,Polestar Racing,Thed Bjork,Sweden,14 December 1980 (35)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175727.html,Münnich Motorsport,Sabine Schmitz,Germany,14 May 1969 (47)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175771.html,Scuderia Toro Rosso,Carlos Sainz Jr.,Spain,1 September 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175773.html,Van Amersfoort Racing,Anthoine Hubert,France,22 September 1996 (19)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175776.html,Techeetah,Jean-Eric Vergne,France,25 April 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175779.html,Aspar Team MotoGP,Yonni Hernandez,Colombia,25 July 1988 (28)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175785.html,Avintia Racing,Hector Barbera,Spain,2 November 1986 (29)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175801.html,Aspar Team MotoGP,Eugene Laverty,United Kingdom,3 June 1986 (30)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175808.html,Racing Engineering,Norman Nato,France,7 August 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175809.html,Sebastien Loeb Racing,Gregoire Demoustier,France,26 January 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175863.html,Intact GP,Sandro Cortese,Germany,6 January 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175866.html,Carlin,Ryan Tveter,United States,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175899.html,Münnich Motorsport,Rene Munnich,Germany,6 May 1977 (39)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175928.html,Team Italia,Stefano Manzi,Italy,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175932.html,LCR Honda,Cal Crutchlow,Great Britain,29 October 1985 (30)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175937.html,Jenzer Motorsport,Arjun Maini,India,10 December 1997 (18)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175940.html,Manor Racing,Rio Haryanto,Indonesia,22 January 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175948.html,Movistar Yamaha MotoGP,Jorge Lorenzo,Spain,4 May 1987 (29)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175968.html,Lada Sport,Gabriele Tarquini,Italy,2 March 1962 (54)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175991.html,Octo Pramac Yakhnich,Danilo Petrucci,Italy,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1175999.html,Forward Racing,Lorenzo Baldassarri,Italy,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176011.html,Forward Racing,Luca Marini,Italy,10 August 1997 (19)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176040.html,Ajo Motorsport,Brad Binder,South Africa,11 August 1995 (21)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176065.html,Arginano Racing Team,Marcel Schrotter,Germany,2 January 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176071.html,Speed Up,Simone Corsi,Italy,24 April 1987 (29)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176080.html,HP Tuenti 40,Edgar Pons,Spain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176088.html,Repsol Honda Team,Dani Pedrosa,Spain,29 September 1985 (30)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176095.html,Team Suzuki Ecstar,Maverick Vinales,Spain,12 January 1995 (21)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176096.html,RP Motorsport,Johnny Cecotto Jr.,Venezuela,9 September 1989 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176122.html,Honda Team Asia,Khairul Idham Pawi,Malaysia,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176125.html,Gresini Racing,Sam Lowes,United Kingdom,14 September 1990 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176135.html,Williams,Kazuki Nakajima,Japan,11 January 1985 (31)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176137.html,RBA Racing Team,Juan Francisco Guevara,Spain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176140.html,Campos Racing,John Filippi,France,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176184.html,Prema,Pierre Gasly,France,7 February 1996 (20)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176237.html,BMW Team RMG,Timo Glock,Germany,18 March 1982 (34)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176248.html,Motopark Academy,Joel Eriksson,Sweden,28 June 1998 (18)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176257.html,Trident Racing,Antonio Fuoco,Italy,20 May 1996 (20)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176279.html,Ongetta,Jules Danilo,France,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176285.html,Honda Racing Team JAS,Tiago Monteiro,Portugal,24 July 1976 (40)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176297.html,Leopard Racing,Fabio Quartararo,France,20 April 1999 (17)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176340.html,Renault,Jolyon Palmer,United Kingdom,20 January 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176381.html,Dale Coyne Racing,Gabriel Chaves,Colombia,7 July 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176385.html,DAMS,Santino Ferrucci,United States,31 May 1998 (18)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176388.html,Williams,Felipe Massa,Brazil,25 April 1981 (35)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176393.html,McLaren,Stoffel Vandoorne,Belgium,26 March 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176408.html,Ajo Motorsport,Bo Bendsneyder,Netherlands,4 March 1999 (17)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176441.html,MS Amlin Andretti,Scott Speed,United States,24 January 1983 (33)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176773.html,Status Grand Prix,Richie Stanaway,New Zealand,24 November 1991 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176774.html,Trident Racing,Giovanni Venturini,Italy,9 November 1991 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176775.html,Carlin,William Buller,United Kingdom,17 September 1992 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176782.html,Arden,Kevin Ceccon,Italy,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176789.html,Carlin,Daniel Morad,Canada,24 April 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1176793.html,Bamboo Engineering,Lewis Williamson,Great Britain,11 November 1989 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177199.html,P1 Motorsport,Matias Laine,Finland,25 April 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177233.html,RSC Mücke Motorsport,Michael Christensen,Denmark,28 August 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177234.html,Carlin,Callum MacLeod,Great Britain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177235.html,Threebond With T-Sport,Kevin Korjus,Estonia,9 January 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177236.html,ART Grand Prix,Pedro Nunes,Brazil,22 August 1988 (28)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177237.html,BVM Target,Tamas Pal Kiss,Hungary,19 May 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177238.html,Arden,Emil Bernstorff,United Kingdom,7 June 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177239.html,MotorSport Vision,Tobias Hegewald,Germany,3 August 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177240.html,Bamboo Engineering,Miki Monras,Spain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177241.html,Addax Team,Dean Smith,United Kingdom,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177242.html,Carlin,Jann Mardenborough,United Kingdom,9 September 1991 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177243.html,Arden,Aleksander Bosak,Poland,14 August 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177244.html,Addax Team,Oliver Oakes,United Kingdom,11 January 1988 (28)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177245.html,Venezuela GP Lazarus,Zoël Amberg,Switzerland,25 September 1992 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177246.html,Manor Racing,Patrick Kujala,Finland,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177247.html,Lotus Racing Junior,Marlon Stockinger,Philippines,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177248.html,Tech 1 Racing,Doru Sechelariu,Romania,19 November 1992 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177249.html,Jenzer Motorsport,Maxim Zimin,Russia,28 April 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177250.html,Carlin,Dean Stoneman,United Kingdom,24 July 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177251.html,ABT Schaeffler Audi Sport,Daniel Abt,Germany,3 December 1992 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177252.html,ART Grand Prix,Jack Harvey,Great Britain,15 April 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177253.html,ART Grand Prix,Alex Brundle,United Kingdom,7 August 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177254.html,Rapax,Adrian Quaife-Hobbs,United Kingdom,3 February 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177255.html,Manor Racing,Roberto Merhi,Spain,22 March 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177256.html,Carlin,Eric Liechtenstein,Argentina,6 October 1994 (21)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177257.html,Carlin,Leonardo Cordeiro,Brazil,8 November 1989 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177258.html,Hilmer Motorsport,Simon Trummer,Switzerland,8 January 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177259.html,MP Motorsport,Vittorio Ghirelli,Italy,9 May 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177260.html,Italy,Mirko Bortolotti,Italy,10 January 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177261.html,Eurointernational,Facundo Regalia,Argentina,23 November 1991 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177262.html,Russian Time,Luciano Bacheta,Great Britain,26 April 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177263.html,Manor Racing,Fabiano Machado,Brazil,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177264.html,Super Aguri,Stefano Coletti,Monaco,6 April 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177265.html,Eurointernational,Ricciardo Agostini,Italy,20 April 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177266.html,Rapax,Robert Visoiu,Romania,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177267.html,Force India F1,James Calado,United Kingdom,13 June 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177268.html,Carlin Motorsport,Alice Powell,United Kingdom,26 January 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177269.html,Lotus Racing Junior,Nick Yelloly,Great Britain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177270.html,Status Grand Prix,Seb Morris,United Kingdom,30 November 1995 (20)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177271.html,HitechGP,Alexander Sims,United Kingdom,15 March 1988 (28)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177272.html,Pons Racing,Nelson Mason,Canada,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177273.html,Venezuela GP Lazarus,Patrick Niederhauser,Switzerland,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177274.html,Jenzer Motorsport,Pal Varhaug,Norway,26 January 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177275.html,Ocean Racing Technology,Andrea Caldarelli,Italy,14 February 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177276.html,Koiranen Motorsport,Aaro Vainio,Finland,2 October 1993 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177277.html,Status Grand Prix,Ivan Lukashevich,Russia,9 May 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177278.html,Jenzer Motorsport,Matheo Tuscher,Switzerland,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177279.html,Persson Motorsport,Renger van der Zande,Netherlands,16 February 1986 (30)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177280.html,ART Grand Prix,Dino Zamparelli,Great Britain,5 October 1992 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177281.html,Carlin,Adderly Fong,Hong Kong,2 March 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177282.html,Strakka Racing,Tio Ellinas,Cyprus,27 January 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177283.html,Trident Racing,David Fumanelli,Italy,21 April 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177284.html,Double R Racing,Felipe Guimaraes,Brazil,22 March 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177285.html,Comtec Racing,Lucas Foresti,Brazil,12 May 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177286.html,Carlin,Mitchell Gilbert,Australia,10 May 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177287.html,Bamboo Engineering,Melville McKee,Great Britain,19 August 1994 (22)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177288.html,Pons Racing,Alex Fontana,Switzerland,5 August 1992 (24)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177289.html,Hilmer Motorsport,Nigel Melker,Netherlands,25 January 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177290.html,Schmidt Peterson Motorsports,James Jakes,United Kingdom,4 August 1987 (29)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177291.html,Trident Racing,Roman De Beer,South Africa,6 October 1994 (21)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177292.html,Bamboo Engineering,Fabio Gamberini,Brazil,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1177293.html,Pons Racing,Luis Sa Silva,Angola,23 August 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181669.html,Motopark Academy,Markus Pommer,Germany,27 January 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181684.html,Carlin,Julián Leal,Colombia,11 May 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181764.html,Scuderia Toro Rosso,Luiz Razia,Brazil,4 April 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181795.html,Addax,Jake Rosenzweig,United States,14 April 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181864.html,DAMS,Stephane Richelmi,Monaco,17 March 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181884.html,Scuderia Coloni,Fabio Onidi,Italy,9 March 1988 (28)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181901.html,MS Amlin Andretti,Robin Frijns,Netherlands,7 August 1991 (25)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181916.html,Addax Team,Pablo Sanchez Lopez,Mexico,9 February 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181941.html,Rapax,Kevin Giovesi,Italy,8 November 1993 (23)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1181998.html,Panasonic Jaguar Racing,Adam Carroll,United Kingdom,26 October 1982 (34)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182108.html,A1 Team Monaco,Clivio Piccione,Monaco,24 February 1984 (32)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182645.html,NextEV NIO,Charles Pic,France,15 February 1990 (26)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182768.html,Haas F1,Guenther Steiner,Italy,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182769.html,Williams,Claire Williams,United Kingdom,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182779.html,Mücke Motorsport,Vitaly Petrov,Russia,8 September 1984 (32)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182780.html,Sauber,Giedo van der Garde,Netherlands,25 April 1985 (31)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182781.html,McLaren,Tim Goss,Great Britain,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182782.html,Mercedes Grand Prix,Brendon Hartley,New Zealand,10 November 1989 (27)
/home/edimar/doutorado/doutorado04/bases/ORION/driver/gp_update/1182790.html,Mercedes Grand Prix,Toto Wolff,Austria,12 January 1972 (44)
