url,name,dob,pob
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659325.html,Jan Roelofs,25/Apr/1985,St Michielsgestel
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659333.html,Akio Tanaka,26/Oct/1979,Fukuoka
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659337.html,Christopher Martin,24/Jan/1981,York
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659339.html,Ismael Ortega,11/Nov/1986,Madrid
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659344.html,Omar Menghi,18/Oct/1975,Rimini
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659351.html,Tekkyu Kayo,21/Nov/1981,Tokyo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659373.html,Xavier Herouin,25/Apr/1982,Le Mans
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659377.html,Julien Enjolras,13/Jun/1982,Villefranche
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659385.html,Yves Polzer,,Kirchfidisch
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659403.html,Alexis Michel,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659412.html,Nikki Coates,15/Jan/1989,Belfast
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659414.html,David Mico,12/May/1977,Ollería
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659420.html,Broc Parkes,24/Dec/1981,Newcastle
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659422.html,Michael Teniswood,06/Nov/1979,Penrith
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659425.html,Daniele Rossi,24/Apr/1987,Pesaro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659428.html,Ezequiel Iturrioz,,Vicuña McKenna
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659430.html,Franco Morbidelli,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659433.html,Luke Lawrence,03/Jan/1979,London
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659434.html,Zaqhwan Zaidi,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659437.html,Decha Kraisart,24/Jan/1981,Saraburi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659439.html,Roger Lee Hayden,,Owensboro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659444.html,Suhathai Chaemsap,09/Jul/1982,Nakhon Pathom
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659447.html,Masaki Tokudome,,Kogoshima
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659453.html,Manuel Mickan,16/Apr/1983,Uhyst am Taucher
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659466.html,Emilio Delgado,03/Jun/1977,Terrassa
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659467.html,Yukio Kagayama,07/May/1974,Kanagawa
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659470.html,Kazuhiro Kubo,02/Sep/1971,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659472.html,Katsuji Uezu,25/Feb/1975,Aichi-ken
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659475.html,Alex Mariñelarena,,Alex Mariñelarena
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659483.html,Javier Diaz,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659500.html,Paolo Tessari,15/Jul/1973,Cesano Maderno
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659507.html,Mikko Kyyhkynen,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659533.html,Peter Lenart,12/Dec/1984,Debrecen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659539.html,Leon Camier,04/Aug/1986,Ashford
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659544.html,Luca Verdini,18/Feb/1985,Pesaro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659579.html,Chuck Sorensen,14/Aug/1972,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659594.html,Matthew Kuhne,15/Apr/1988,Melborune
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659619.html,Jamie Hacking,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659622.html,Akira Yanagawa,15/Jul/1971,Kagoshima
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659626.html,Jacob Gagne,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659630.html,Jd Beach,12/Oct/1991,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659643.html,Igor Kalab,05/May/1978,Brno
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659650.html,Takumi Endoh,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659654.html,Yuuki Ito,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659663.html,Paul Robinson,17/Oct/1974,Ballymoney
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659670.html,Ruben Catalan,29/Sep/1986,Valencia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659677.html,Hideyuki Ogata,23/Feb/1977,Shizuoka
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659686.html,Beaumont Levy,07/Apr/1982,Benoni
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659690.html,Sinan Sofuoglu,15/Jul/1982,Sakarya
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659698.html,Norman Rank,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659710.html,Ben Bostrom,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659715.html,Cyril Carrillo,,Marseille
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659732.html,Thomas Walther,10/Jun/1977,Schleiz
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659738.html,Luis Castro,18/Mar/1977,Córdoba
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659744.html,Paul Veazey,29/May/1986,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659748.html,Lee Longden,21/Jun/1985,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659785.html,Alan Techer,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659787.html,Isaac Viñales,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659790.html,Riccardo Moretti,,Ravenna
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659792.html,Miroslav Popov,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659794.html,Armando Pontone,,Pontecorvo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659796.html,Giulian Pedone,,Neuchatel
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659799.html,Adrian Martin,,Valencia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659802.html,Josep Rodriguez,,Manresa
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659805.html,Samuel Aubry,27/Mar/1973,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659817.html,Ronald Beitler,25/Jul/1977,Ermelo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659827.html,Choujun Kameya,10/Nov/1976,Saitama
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659837.html,Hideyuki Nakajoh,06/Sep/1968,Nara
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659840.html,Yuzo Fujioka,02/May/1973,Ehime
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659850.html,Laszlo Bancsiki,17/Jun/1977,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659873.html,Ferry Stoffer,11/Dec/1985,Hardewÿk
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659918.html,Robin Laesser,12/Jan/1991,Isny
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659922.html,Tobias Siegert,26/May/1991,Nürnberg
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659928.html,Jeremy Crowe,24/Jul/1985,Condobolin
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659931.html,Joshua Waters,24/Jan/1987,Mildura
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659936.html,Maik Stief,26/Sep/1972,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659938.html,Dirk Reissmann,15/Nov/1975,Gersdorf
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659962.html,Jonathan Van Vuuren,,Welkom
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659967.html,Adam Roberts,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659968.html,Leandro Panades,25/Dec/1978,Sao Paulo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659983.html,Jascha Buch,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/659997.html,Steven Le Coquen,11/Jul/1991,Chartres
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/660002.html,Julien Cartron,23/Sep/1989,Lagny
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/660018.html,Rob Guiver,08/Apr/1985,Romford
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/660047.html,Jascha Buech,01/Jul/1984,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/660053.html,Guillaume Dietrich,24/Jan/1983,Saran
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/660057.html,Herve Mora,08/Mar/1980,Stains
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/787937.html,Maverick Viñales,12/Jan/1995,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804597.html,Herri Torrontegui,19/Apr/1967,Gorliz
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804598.html,John Kocinski,20/Mar/1968,Little Rock
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804599.html,Doug Chandler,27/Sep/1965,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804605.html,Peter Oettl,,Berchtesgaden
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804606.html,Luca Cadalora,17/May/1963,Modena
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804612.html,Daryl Beattie,,Charliville
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804613.html,Alex Criville,04/Mar/1970,Seva
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804619.html,Tadayuki Okada,,Ibaragi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804626.html,Takuma Aoki,24/Feb/1974,Tokyo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804634.html,Tomomi Manako,,Saga
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/804641.html,Regis Laconi,,Saint Dizier
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805045.html,Alessandro Gramigni,29/Dec/1968,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805046.html,Carlos Cardús,29/Sep/1959,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805181.html,Toni Finsterbusch,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805235.html,Yuki Hamamoto,04/Sep/1985,Yamhaguchi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805627.html,Yusuke Teshima,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805628.html,Peter Galvin,14/Jan/1964,Sydney
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805629.html,Juan Enrique Maturana,28/Aug/1971,Granada
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805630.html,Alessandro Romagnoli,10/Jan/1980,Roma
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805631.html,Robin Lasser,,Isny
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805632.html,Daniel Saez,10/Jun/1985,Almoradi
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805633.html,Jesko Raffin,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805634.html,Ivan Martinez,17/Aug/1981,Toledo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805635.html,Josep Sarda,27/Oct/1972,Barcelona
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805636.html,Yoshiaki Katoh,28/Aug/1965,Kyoto
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805637.html,Sebastien Gimbert,09/Sep/1977,Puy de Velay
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805638.html,Jamie Robinson,27/Jul/1975,Holmfirth
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805639.html,Lucas Oliver,26/Oct/1974,Barcelona
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805640.html,Michal Brezina,07/Mar/1980,Mestec Kralove
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805641.html,Christian Manna,28/Feb/1975,Rivoli
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805642.html,Marco Colandrea,,Ticino
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805643.html,Marco Ravaioli,,Cesena
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805644.html,Davide Stirpe,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805645.html,Kristian Lee Turner,23/Jun/1992,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805646.html,Oliver Perschke,27/Apr/1971,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805647.html,Federico Cerroni,01/Feb/1975,Perugia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805648.html,Mathias Neukirchen,22/Jan/1965,Grossheubach
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805649.html,Andreas Göbel,30/Jul/1976,Bad Dürkheim
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805650.html,Hiromichi Kunikawa,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805651.html,Wayne Maxwell,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805652.html,Connor Behan,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805653.html,Alexander Lundh,,Vämamo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805654.html,Lorenzo Savadori,,Cesena
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805655.html,Cristian Trabalon,27/Jun/1992,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805656.html,Ernst Dubbink,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805657.html,Robert Gull,12/Jan/1991,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805658.html,Yoshinori Korogi,,Miyazaki
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805659.html,Cameron Beaubier,,"Rosevile, USA"
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805660.html,Luca Vitali,,"Bellaria, Rimini"
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805661.html,Jasper Iwema,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805662.html,Wilhelm Van Leeuwen,13/Oct/1968,Heerde
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805663.html,Ivan Clementi,18/Jan/1975,Montegiorgio
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805665.html,Adrian Coates,08/Feb/1972,Antrim
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805666.html,Lukas Sembera,,Brno
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805667.html,Andrea Touskova,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805668.html,Marvin Fritz,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805669.html,Massimo Roccoli,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805670.html,William Dunlop,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805671.html,Claudio Cipriani,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805672.html,Roman Ramos,,Roman Ramos
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805702.html,Dirk Raudies,,Biberach
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805707.html,Takeshi Tsujimura,04/Jul/1974,Osaka
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805708.html,Doriano Romboni,,Lerici
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805730.html,Ezio Gianola,13/Jun/1960,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805731.html,Pierfrancesco Chili,20/Jun/1964,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/805732.html,Loris Reggiani,,Forli
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806144.html,Aaron Yates,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806337.html,Sean Emmett,04/Feb/1970,Walton
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806338.html,Marco Papa,16/Mar/1958,Perugia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806339.html,Jean Michel Bayle,01/Apr/1969,Manosque
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806340.html,Alberto Puig,16/Jan/1967,Barcelona
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806341.html,Scott Russell,28/Oct/1964,Jonesboro
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806342.html,Jean Pierre Jeandat,09/Mar/1970,Reims
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806343.html,Lucio Pedercini,22/Sep/1972,Volta Mantovana
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806344.html,Eugene Mcmanus,28/Jun/1972,Whiteabbey
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806345.html,Chris Walker,25/Feb/1972,Nottingham
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806346.html,David Garcia,05/Sep/1978,Almeria
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806347.html,Jurgen Vd Goorbergh,29/Dec/1969,Breda
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806348.html,Hisashi Unemoto,19/Oct/1955,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806349.html,Hans Spaan,24/Dec/1958,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806350.html,Peter Mcfayden,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806351.html,Bruno Casanova,01/Jun/1964,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806352.html,Stefan Kurfiss,12/Apr/1962,Pforzheim
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806353.html,Koji Takada,02/Mar/1963,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806354.html,Johnny Wickstroem,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806355.html,Heinz Lüthi,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806356.html,Kinya Wada,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806357.html,Robin Milton,28/Jun/1966,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806358.html,Terry Paviell,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806359.html,Tony Daly,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806360.html,Robin Appleyard,10/May/1964,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806361.html,Gabriele Debbia,20/Jan/1968,Sassuolo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806362.html,Stefan Prein,27/Oct/1965,Wuppertal
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806363.html,Jorge Martinez,29/Aug/1962,Alzira
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806364.html,David Mayne,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806365.html,Peter Scott,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806366.html,Colin Clark,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806367.html,Linda Walsh,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806368.html,Fausto Gresini,23/Jan/1961,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806369.html,Taru Rinne,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806370.html,Michael Haisman,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806371.html,Akira Ryo,20/Oct/1965,Tokyo
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806372.html,Lee Pullan,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806373.html,James Haydon,02/Nov/1973,Amersham
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806374.html,Adrian Bosshard,19/Mar/1962,Zurich
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806375.html,Jose Kuhn,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806376.html,Laurent Naveau,29/Dec/1966,Bruxelles
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806377.html,Scott Gray,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806378.html,Frederic Protat,17/Jul/1966,Bron
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806379.html,Yoshiteru Konishi,04/Aug/1969,Kyoto
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806380.html,Shane Norval,21/Feb/1974,Pletermaritzburg
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806381.html,Sebastien Legrelle,22/Apr/1974,Namur
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806382.html,Miguel Duhamel,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806383.html,Jay Taylor,17/Mar/1979,Bathurst
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806384.html,Fokko Kuiper,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806385.html,Erkka Korpiaho,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806386.html,Eskil Suter,28/Jun/1967,Turbenthal
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806387.html,Harald Eckl,25/Mar/1956,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806388.html,Jochen Schmid,16/Aug/1963,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806389.html,Bernard Haenggeli,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806390.html,Yves Briguet,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806391.html,Michele Gallina,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806392.html,Carlos Lavado,25/May/1956,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806393.html,Wilco Zeelenberg,19/Aug/1966,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806394.html,Andy Preining,14/Nov/1960,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806395.html,Katsuyoshi Kozono,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806396.html,Renzo Colleoni,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806397.html,Bernd Kassner,29/Mar/1964,Dachau
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806398.html,Helmut Bradl,17/Nov/1961,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806399.html,Masao Shimizu,22/Nov/1964,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806400.html,Davide Bulega,07/Apr/1971,Torino
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806401.html,Franck Poulle,26/May/1963,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806402.html,Jurgen Fuchs,28/Nov/1965,Pfaffenhofen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806403.html,Manfred Geissler,10/Jan/1971,Altenmarkt
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806404.html,Luigi Ancona,06/Mar/1972,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806405.html,Akira Saito,02/Dec/1963,Aichi-Ken
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806406.html,Juan Borja,03/Feb/1970,Altea
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806407.html,Marc Garcia,03/Aug/1967,Marseille
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806408.html,Niggi Schmassman,18/Feb/1960,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806409.html,Bruno Bonhuil,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806410.html,Toshi Arakaki,17/Feb/1965,Okinawa
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806411.html,Cristiano Migliorati,25/Sep/1968,Brescia
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806412.html,Bernard Garcia,16/Apr/1971,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806413.html,Bohuslav Seifert,21/Nov/1966,Mestec Kralove
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806414.html,Eric Huebsch,08/May/1990,Lichtenstein
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806415.html,Markus Ober,25/Jun/1975,Trostberg
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806416.html,Michal Prasek,06/Dec/1988,Havlickuv Brod
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806417.html,Loek Bodelier,08/Apr/1966,Rosmalen
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806418.html,Gerard Rike,27/Jul/1971,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806419.html,Gilbert De Rover,,
/home/edimar/doutorado/doutorado04/bases/ORION/driver/motor_gp/806420.html,Rob Filart,17/May/1974,Manderveen
