movie	allmovie	genre					
1551	3	Drama	Thriller	Drama - Thriller			
1553	3	Thriller	Drama	Thriller - Drama			
1556	3	Thriller	Crime	Thriller - Crime			
1563	3	Thriller	Mystery	Thriller - Mystery			
1566	3	Crime	Thriller	Crime - Thriller			
1577	3	Film, TV & Radio [nf]	Comedy Drama	Film, TV & Radio [nf] - Comedy Drama			
1583	3	Comedy Drama	Romance	Comedy Drama - Romance			
1589	3	Comedy Drama	Romance	Comedy Drama - Romance			
1601	3	Comedy Drama	Musical	Comedy Drama - Musical			
1610	3	Drama	Romance	Drama - Romance			
1611	3	Adventure	Romance	Adventure - Romance			
1612	3	Musical	Romance	Musical - Romance			
1613	3	Romance	Comedy	Romance - Comedy			
1614	3	Romance	Comedy Drama	Romance - Comedy Drama			
1615	3	Romance	Comedy	Romance - Comedy			
1616	3	Comedy Drama	Romance	Comedy Drama - Romance			
1617	3	Romance	Comedy Drama	Romance - Comedy Drama			
1618	3	Romance	Comedy	Romance - Comedy			
1619	3	Romance	Drama	Romance - Drama			
1620	3	Romance	Drama	Romance - Drama			
1621	3	Romance	Drama	Romance - Drama			
1622	3	Drama	Romance	Drama - Romance			
1623	3	Romance	Drama	Romance - Drama			
1624	3	Drama	Romance	Drama - Romance			
1625	3	Comedy Drama	Romance	Comedy Drama - Romance			
1627	3	Comedy	Science Fiction	Comedy - Science Fiction			
1628	3	Science Fiction	Fantasy	Science Fiction - Fantasy			
1632	3	Action	Science Fiction	Action - Science Fiction			
1633	3	Science Fiction	Action	Science Fiction - Action			
1634	3	Science Fiction	Comedy	Science Fiction - Comedy			
1635	3	Science Fiction	Drama	Science Fiction - Drama			
1638	3	Action	Science Fiction	Action - Science Fiction			
1639	3	Science Fiction	Action	Science Fiction - Action			
1646	3	Science Fiction	Horror	Science Fiction - Horror			
1648	3	Science Fiction	Fantasy	Science Fiction - Fantasy			
1650	3	Horror	Science Fiction	Horror - Science Fiction			
1654	3	Science Fiction	Horror	Science Fiction - Horror			
1655	3	Thriller	Science Fiction	Thriller - Science Fiction			
1656	3	Science Fiction	Mystery	Science Fiction - Mystery			
1657	3	Thriller	Science Fiction	Thriller - Science Fiction			
1658	3	Science Fiction	Action	Science Fiction - Action			
1660	3	Science Fiction	Comedy Drama	Science Fiction - Comedy Drama			
1662	3	Science Fiction	Horror	Science Fiction - Horror			
1664	3	Science Fiction	Mystery	Science Fiction - Mystery			
1666	3	Horror	Science Fiction	Horror - Science Fiction			
1667	3	Action	Science Fiction	Action - Science Fiction			
1668	3	Action	Science Fiction	Action - Science Fiction			
1670	3	Science Fiction	Drama	Science Fiction - Drama			
1681	3	Drama	Crime	Drama - Crime			
1696	3	Musical	Comedy	Musical - Comedy			
1700	3	Drama	Musical	Drama - Musical			
1704	3	Comedy	Musical	Comedy - Musical			
1705	3	Musical	Comedy	Musical - Comedy			
1708	3	Drama	Musical	Drama - Musical			
1709	3	Comedy	Musical	Comedy - Musical			
1710	3	Romance	Musical	Romance - Musical			
1723	3	Comedy	Romance	Comedy - Romance			
1726	3	Romance	Comedy Drama	Romance - Comedy Drama			
1727	3	Romance	Drama	Romance - Drama			
1728	3	Romance	Comedy Drama	Romance - Comedy Drama			
1745	3	Romance	Drama	Romance - Drama			
1747	3	Romance	Drama	Romance - Drama			
1754	3	Drama	Crime	Drama - Crime			
1758	3	Romance	Comedy Drama	Romance - Comedy Drama			
1771	3	Romance	Drama	Romance - Drama			
1776	3	Romance	Comedy Drama	Romance - Comedy Drama			
1777	3	Children's/Family	Drama	Children's/Family - Drama			
1786	3	Drama	Romance	Drama - Romance			
1790	3	Drama	Romance	Drama - Romance			
1796	3	Romance	Drama	Romance - Drama			
1797	3	Drama	Romance	Drama - Romance			
1805	3	Comedy	Fantasy	Comedy - Fantasy			
1806	3	Romance	Comedy	Romance - Comedy			
1807	3	Fantasy	Musical	Fantasy - Musical			
1808	3	Drama	Musical	Drama - Musical			
1825	3	Avant-garde / Experimental	Mystery	Avant-garde / Experimental - Mystery			
1832	3	Mystery	Thriller	Mystery - Thriller			
1840	3	Mystery	Thriller	Mystery - Thriller			
1842	3	Mystery	Comedy	Mystery - Comedy			
1843	3	Mystery	Thriller	Mystery - Thriller			
1847	3	Mystery	Comedy	Mystery - Comedy			
1850	3	Mystery	Thriller	Mystery - Thriller			
1854	3	Mystery	Thriller	Mystery - Thriller			
1856	3	Comedy	Mystery	Comedy - Mystery			
1857	3	Thriller	Mystery	Thriller - Mystery			
1858	3	Drama	Mystery	Drama - Mystery			
1859	3	Thriller	Mystery	Thriller - Mystery			
1861	3	Mystery	Thriller	Mystery - Thriller			
1862	3	Comedy	Mystery	Comedy - Mystery			
1876	3	Drama	Romance	Drama - Romance			
1885	3	Western	Comedy	Western - Comedy			
1887	3	Comedy	Western	Comedy - Western			
1898	3	Western	Comedy	Western - Comedy			
1899	3	Western	Comedy	Western - Comedy			
1900	3	Western	Comedy	Western - Comedy			
1905	3	Adventure	Western	Adventure - Western			
1911	3	Western	Comedy	Western - Comedy			
1922	3	Western	Crime	Western - Crime			
1925	3	Comedy	Western	Comedy - Western			
1927	3	Western	Comedy	Western - Comedy			
1929	3	Action	Western	Action - Western			
1930	3	Action	Western	Action - Western			
1938	3	Western	Mystery	Western - Mystery			
1943	3	Action	Western	Action - Western			
1944	3	Comedy	Romance	Comedy - Romance			
1945	3	Comedy Drama	Romance	Comedy Drama - Romance			
1946	3	Romance	Comedy Drama	Romance - Comedy Drama			
1947	3	Romance	Comedy	Romance - Comedy			
1948	3	Romance	Comedy	Romance - Comedy			
1949	3	Romance	Comedy Drama	Romance - Comedy Drama			
1950	3	Romance	Comedy Drama	Romance - Comedy Drama			
1951	3	Romance	Comedy	Romance - Comedy			
1952	3	Drama	Romance	Drama - Romance			
1953	3	Drama	Romance	Drama - Romance			
1954	3	Romance	Comedy	Romance - Comedy			
1955	3	Romance	Drama	Romance - Drama			
1956	3	Drama	Romance	Drama - Romance			
1958	3	Romance	Drama	Romance - Drama			
1959	3	Comedy Drama	Romance	Comedy Drama - Romance			
1960	3	Romance	Drama	Romance - Drama			
1961	3	Crime	Romance	Crime - Romance			
1962	3	Romance	Drama	Romance - Drama			
1963	3	Romance	Fantasy	Romance - Fantasy			
1964	3	Romance	Drama	Romance - Drama			
1965	3	Romance	Comedy Drama	Romance - Comedy Drama			
1966	3	Romance	Comedy Drama	Romance - Comedy Drama			
1967	3	Romance	Comedy Drama	Romance - Comedy Drama			
1968	3	Drama	Romance	Drama - Romance			
1969	3	Drama	Romance	Drama - Romance			
1970	3	Romance	Comedy	Romance - Comedy			
1971	3	Romance	Comedy	Romance - Comedy			
1972	3	Romance	Comedy Drama	Romance - Comedy Drama			
1973	3	Romance	Drama	Romance - Drama			
1975	3	Comedy Drama	Romance	Comedy Drama - Romance			
1976	3	Romance	Crime	Romance - Crime			
1977	3	Drama	Romance	Drama - Romance			
1978	3	Romance	Comedy	Romance - Comedy			
1979	3	Romance	Comedy	Romance - Comedy			
1980	3	Drama	Romance	Drama - Romance			
1981	3	Romance	Drama	Romance - Drama			
1983	3	Romance	Drama	Romance - Drama			
1984	3	Drama	Romance	Drama - Romance			
1985	3	Drama	Romance	Drama - Romance			
1986	3	Romance	Comedy Drama	Romance - Comedy Drama			
1987	3	Romance	Drama	Romance - Drama			
1988	3	Romance	Drama	Romance - Drama			
1989	3	Drama	Romance	Drama - Romance			
1990	3	Comedy Drama	Romance	Comedy Drama - Romance			
1991	3	Romance	Drama	Romance - Drama			
1992	3	Drama	Romance	Drama - Romance			
1993	3	Comedy	Romance	Comedy - Romance			
1994	3	Romance	Comedy	Romance - Comedy			
1995	3	Romance	Comedy	Romance - Comedy			
1996	3	Romance	Comedy Drama	Romance - Comedy Drama			
1998	3	Romance	Drama	Romance - Drama			
0000	1	Drama					
0001	1	Drama					
0002	1	Drama					
0003	1	Drama					
0004	1	Drama					
0005	1	Drama					
0006	1	Drama					
0007	1	Drama					
0008	1	Drama					
0009	1	Drama					
0010	1	Drama					
0011	1	Drama					
0012	1	Drama					
0013	1	Drama					
0014	1	Drama					
0016	1	Drama					
0017	1	Drama					
0018	1	Drama					
0019	1	Drama					
0021	1	Drama					
0022	1	Drama					
0023	1	Drama					
0024	1	Drama					
0025	1	Drama					
0026	1	Drama					
0027	1	Drama					
0029	1	Drama					
0030	1	Drama					
0031	1	Drama					
0032	1	Drama					
0033	1	Drama					
0034	1	Drama					
0035	1	Drama					
0036	1	Drama					
0037	1	Drama					
0038	1	Drama					
0039	1	Drama					
0040	1	Comedy					
0041	1	Comedy					
0042	1	Comedy					
0043	1	Comedy					
0045	1	Comedy					
0046	1	Comedy					
0047	1	Comedy					
0048	1	Comedy					
0050	1	Comedy					
0051	1	Comedy					
0052	1	Comedy					
0053	1	Comedy					
0055	1	Comedy Drama					
0056	1	Comedy					
0057	1	Comedy					
0059	1	Comedy					
0060	1	Comedy					
0061	1	Children's/Family					
0062	1	Comedy					
0063	1	Comedy					
0064	1	Comedy					
0065	1	Comedy					
0067	1	Comedy					
0068	1	Comedy					
0069	1	Comedy					
0070	1	Comedy					
0071	1	Comedy					
0073	1	Comedy Drama					
0076	1	Comedy					
0077	1	Comedy					
0078	1	Comedy					
0079	1	Comedy					
0082	1	Comedy					
0091	1	Children's/Family					
0119	1	Children's/Family					
0124	1	Children's/Family					
0125	1	Children's/Family					
0126	1	Children's/Family					
0128	1	Children's/Family					
0137	1	Historical Film					
0139	1	Historical Film					
0141	1	Historical Film					
0145	1	Historical Film					
0148	1	Historical Film					
0149	1	Historical Film					
0150	1	Historical Film					
0152	1	Historical Film					
0157	1	Historical Film					
0161	1	Historical Film					
0162	1	Historical Film					
0163	1	Historical Film					
0170	1	Historical Film					
0176	1	Adventure					
0177	1	Adventure					
0178	1	Adventure					
0180	1	Adventure					
0182	1	Adventure					
0184	1	Adventure					
0187	1	Adventure					
0189	1	Adventure					
0190	1	Adventure					
0191	1	Adventure					
0194	1	Adventure					
0195	1	Adventure					
0202	1	Adventure					
0206	1	Adventure					
0208	1	Adventure					
0212	1	Adventure					
0218	1	Adventure					
0222	1	Avant-garde / Experimental					
0223	1	Avant-garde / Experimental					
0224	1	Avant-garde / Experimental					
0225	1	Avant-garde / Experimental					
0229	1	Avant-garde / Experimental					
0230	1	Avant-garde / Experimental					
0231	1	Avant-garde / Experimental					
0234	1	Drama					
0235	1	Avant-garde / Experimental					
0236	1	Crime					
0238	1	Crime					
0239	1	Crime					
0240	1	Crime					
0241	1	Crime					
0243	1	Crime					
0244	1	Crime					
0245	1	Crime					
0246	1	Crime					
0249	1	Crime					
0250	1	Crime					
0251	1	Crime					
0252	1	Crime					
0254	1	Crime					
0255	1	Crime					
0256	1	Crime					
0258	1	Crime					
0260	1	Crime					
0261	1	Crime					
0262	1	Crime					
0263	1	Crime					
0264	1	Crime					
0265	1	Crime					
0267	1	Crime					
0268	1	Crime					
0269	1	Crime					
0270	1	Crime					
0271	1	Crime					
0272	1	Crime					
0273	1	Crime					
0274	1	Crime					
0275	1	Crime					
0276	1	Crime					
0278	1	Crime					
0280	1	Crime					
0282	1	Crime					
0283	1	Crime					
0284	1	Crime					
0285	1	Crime					
0287	1	Crime					
0288	1	Crime					
0290	1	Crime					
0293	1	Crime					
0296	1	Crime					
0300	1	Crime					
0301	1	Crime					
0303	1	Crime					
0305	1	Epic					
0306	1	Epic					
0307	1	Epic					
0309	1	Epic					
0311	1	Epic					
0312	1	Epic					
0318	1	Epic					
0319	1	Epic					
0320	1	Epic					
0322	1	Epic					
0324	1	Epic					
0325	1	Epic					
0326	1	Epic					
0329	1	Fantasy					
0330	1	Fantasy					
0332	1	Fantasy					
0339	1	Fantasy					
0341	1	Fantasy					
0345	1	Action					
0347	1	Fantasy					
0348	1	Fantasy					
0355	1	Spy Film					
0369	1	Spy Film					
0372	1	Spy Film					
0375	1	Spy Film					
0376	1	Spy Film					
0394	1	Comedy					
0400	1	Spy Film					
0402	1	War					
0404	1	War					
0405	1	War					
0407	1	War					
0408	1	War					
0411	1	War					
0412	1	War					
0413	1	War					
0414	1	War					
0416	1	War					
0418	1	War					
0419	1	War					
0420	1	War					
0421	1	War					
0426	1	War					
0428	1	War					
0429	1	War					
0435	1	Horror					
0436	1	Horror					
0437	1	Horror					
0438	1	Science Fiction					
0440	1	Horror					
0441	1	Horror					
0442	1	Horror					
0443	1	Horror					
0445	1	Horror					
0446	1	Horror					
0447	1	Science Fiction					
0448	1	Thriller					
0449	1	Horror					
0450	1	Horror					
0451	1	Horror					
0452	1	Horror					
0453	1	Horror					
0454	1	Horror					
0455	1	Horror					
0460	1	Horror					
0462	1	Horror					
0463	1	Horror					
0464	1	Horror					
0465	1	Horror					
0466	1	Horror					
0467	1	Horror					
0469	1	Horror					
0470	1	Horror					
0471	1	Horror					
0472	1	Horror					
0474	1	Horror					
0475	1	Horror					
0476	1	Horror					
0478	1	Horror					
0481	1	Thriller					
0482	1	Mystery					
0486	1	Crime					
0487	1	Drama					
0488	1	Musical					
0489	1	Comedy Drama					
0491	1	Drama					
0492	1	Drama					
0494	1	Western					
0495	1	Thriller					
0496	1	Science Fiction					
0497	1	Comedy Drama					
0498	1	Musical					
0499	1	Thriller					
0500	1	Western					
0501	1	Drama					
0502	1	Western					
0503	1	Science Fiction					
0504	1	Thriller					
0505	1	Crime					
0506	1	Science Fiction					
0507	1	Comedy Drama					
0508	1	Comedy Drama					
0510	1	Drama					
0511	1	Drama					
0512	1	Thriller					
0513	1	Science Fiction					
0514	1	Science Fiction					
0515	1	Mystery					
0516	1	Comedy Drama					
0517	1	Drama					
0518	1	Romance					
0519	1	Thriller					
0520	1	Thriller					
0521	1	Musical					
0523	1	Musical					
0524	1	Thriller					
0525	1	Action					
0526	1	Drama					
0527	1	Drama					
0529	1	Comedy Drama					
0531	1	Comedy Drama					
0533	1	Drama					
0534	1	Comedy Drama					
0535	1	Comedy Drama					
0536	1	Action					
0537	1	Comedy Drama					
0538	1	Science Fiction					
0539	1	Mystery					
0540	1	Comedy Drama					
0543	1	Comedy					
0544	1	Comedy					
0545	1	Science Fiction					
0546	1	Comedy Drama					
0550	1	Comedy					
0552	1	Thriller					
0553	1	Action					
0554	1	Comedy					
0557	1	Comedy Drama					
0558	1	Action					
0559	1	Drama					
0560	1	Science Fiction					
0562	1	Comedy					
0564	1	Drama					
0566	1	Drama					
0567	1	Comedy Drama					
0568	1	Western					
0569	1	Comedy Drama					
0570	1	Science Fiction					
0571	1	Thriller					
0572	1	Drama					
0573	1	Drama					
0574	1	Comedy Drama					
0576	1	Thriller					
0577	1	Drama					
0578	1	Action					
0579	1	Drama					
0580	1	Thriller					
0581	1	Comedy					
0582	1	Comedy Drama					
0583	1	Thriller					
0585	1	Thriller					
0587	1	Drama					
0590	1	Drama					
0591	1	Drama					
0592	1	Drama					
0593	1	Drama					
0594	1	Drama					
0595	1	Drama					
0596	1	Drama					
0597	1	Drama					
0598	1	Comedy Drama					
0599	1	Comedy Drama					
0600	1	Drama					
0602	1	Western					
0605	1	Thriller					
0606	1	Drama					
0608	1	Drama					
0609	1	Comedy					
0612	1	Comedy					
0614	1	Drama					
0617	1	Comedy					
0618	1	Drama					
0619	1	Comedy Drama					
0621	1	Comedy Drama					
0623	1	Comedy Drama					
0624	1	Comedy Drama					
0625	1	Comedy Drama					
0626	1	Drama					
0627	1	Drama					
0628	1	Comedy Drama					
0629	1	Comedy					
0631	1	Comedy					
0632	1	Comedy Drama					
0633	1	Crime					
0634	1	Drama					
0635	1	Comedy					
0637	1	Thriller					
0639	1	Crime					
0640	1	Comedy					
0641	1	Comedy					
0642	1	Comedy					
0643	1	Comedy					
0645	1	Comedy					
0646	1	Drama					
0647	1	Drama					
0650	1	Drama					
0651	1	Comedy Drama					
0652	1	Drama					
0653	1	Comedy Drama					
0654	1	Comedy Drama					
0655	1	Comedy Drama					
0656	1	Comedy					
0657	1	Drama					
0658	1	Drama					
0659	1	Drama					
0660	1	Drama					
0661	1	Thriller					
0662	1	Thriller					
0663	1	Thriller					
0665	1	Thriller					
0666	1	Thriller					
0667	1	Thriller					
0668	1	Thriller					
0669	1	Thriller					
0670	1	Thriller					
0672	1	Thriller					
0673	1	Thriller					
0676	1	Thriller					
0678	1	Horror					
0679	1	Thriller					
0680	1	Thriller					
0681	1	Thriller					
0682	1	Thriller					
0683	1	Thriller					
0684	1	Thriller					
0685	1	Thriller					
0686	1	Thriller					
0687	1	Thriller					
0688	1	Thriller					
0689	1	Thriller					
0690	1	Thriller					
0691	1	Thriller					
0692	1	Thriller					
0693	1	Thriller					
0694	1	Thriller					
0695	1	Thriller					
0696	1	Thriller					
0698	1	Thriller					
0699	1	Thriller					
0700	1	Thriller					
0701	1	Thriller					
0702	1	Drama					
0703	1	Drama					
0704	1	Drama					
0705	1	Comedy Drama					
0706	1	Drama					
0707	1	Drama					
0708	1	Drama					
0709	1	Drama					
0710	1	Drama					
0711	1	Drama					
0712	1	Comedy Drama					
0713	1	Drama					
0715	1	Comedy Drama					
0716	1	Drama					
0717	1	Drama					
0718	1	Drama					
0719	1	Drama					
0720	1	Drama					
0722	1	Thriller					
0723	1	Comedy					
0724	1	Drama					
0725	1	Drama					
0726	1	Drama					
0727	1	Comedy Drama					
0728	1	Drama					
0729	1	Drama					
0730	1	Drama					
0731	1	Drama					
0732	1	Comedy Drama					
0733	1	Drama					
0734	1	Drama					
0735	1	Drama					
0736	1	Comedy Drama					
0737	1	Drama					
0738	1	Comedy Drama					
0739	1	Drama					
0740	1	Drama					
0741	1	Comedy Drama					
0742	1	Drama					
0743	1	Drama					
0744	1	Comedy Drama					
0745	1	Drama					
0746	1	Drama					
0747	1	Drama					
0748	1	Drama					
0749	1	Crime					
0750	1	Drama					
0751	1	Drama					
0752	1	Comedy Drama					
0753	1	Drama					
0754	1	Drama					
0755	1	Comedy Drama					
0756	1	Crime					
0757	1	Comedy					
0758	1	Musical					
0760	1	Nature [nf]					
0761	1	Drama					
0762	1	Thriller					
0763	1	Drama					
0764	1	Drama					
0765	1	Comedy Drama					
0766	1	Comedy					
0767	1	Drama					
0768	1	Drama					
0769	1	Drama					
0770	1	Drama					
0771	1	Drama					
0772	1	Drama					
0773	1	Thriller					
0774	1	Comedy Drama					
0775	1	Drama					
0776	1	Comedy Drama					
0777	1	Comedy					
0779	1	Drama					
0780	1	Drama					
0781	1	Romance					
0782	1	Action					
0783	1	Action					
0784	1	Action					
0785	1	Action					
0786	1	Action					
0789	1	Drama					
0790	1	Action					
0792	1	Action					
0794	1	Action					
0795	1	Action					
0796	1	Action					
0797	1	Drama					
0798	1	Drama					
0799	1	Fantasy					
0800	1	Drama					
0801	1	Science Fiction					
0802	1	Science Fiction					
0803	1	Science Fiction					
0804	1	Science Fiction					
0805	1	Science Fiction					
0806	1	Science Fiction					
0807	1	Science Fiction					
0808	1	Science Fiction					
0810	1	Science Fiction					
0811	1	Science Fiction					
0812	1	Science Fiction					
0815	1	Science Fiction					
0817	1	Science Fiction					
0818	1	Science Fiction					
0819	1	Science Fiction					
0821	1	Science Fiction					
0822	1	Science Fiction					
0824	1	Science Fiction					
0827	1	Science Fiction					
0828	1	Science Fiction					
0829	1	Science Fiction					
0831	1	Science Fiction					
0834	1	Science Fiction					
0835	1	Science Fiction					
0836	1	Science Fiction					
0839	1	Science Fiction					
0840	1	Science Fiction					
0841	1	Science Fiction					
0842	1	Science Fiction					
0843	1	Science Fiction					
0844	1	Science Fiction					
0846	1	Science Fiction					
0848	1	Drama					
0850	1	Drama					
0852	1	Drama					
0854	1	Musical					
0855	1	Western					
0856	1	Musical					
0857	1	Drama					
0858	1	Drama					
0859	1	Comedy Drama					
0860	1	Comedy Drama					
0861	1	Thriller					
0862	1	Mystery					
0863	1	Drama					
0864	1	Drama					
0865	1	Drama					
0866	1	Drama					
0867	1	Comedy Drama					
0868	1	Comedy Drama					
0869	1	Drama					
0870	1	Comedy Drama					
0871	1	Comedy Drama					
0872	1	Comedy Drama					
0873	1	Western					
0874	1	Western					
0875	1	Drama					
0876	1	Drama					
0877	1	Drama					
0878	1	Drama					
0880	1	Drama					
0881	1	Drama					
0883	1	Drama					
0884	1	Crime					
0885	1	Drama					
0886	1	Drama					
0887	1	Drama					
0888	1	Culture & Society [nf]					
0889	1	Drama					
0891	1	Comedy Drama					
0892	1	Drama					
0893	1	Comedy Drama					
0894	1	Drama					
0895	1	Drama					
0898	1	Drama					
0899	1	Drama					
0901	1	Drama					
0903	1	Adventure					
0904	1	Drama					
0905	1	Drama					
0906	1	Comedy					
0908	1	Drama					
0909	1	Comedy Drama					
0910	1	Musical					
0911	1	Musical					
0912	1	Musical					
0915	1	Musical					
0916	1	Musical					
0918	1	Musical					
0919	1	Musical					
0922	1	Musical					
0927	1	Comedy Drama					
0928	1	Drama					
0929	1	Drama					
0930	1	Drama					
0931	1	Crime					
0933	1	Drama					
0934	1	Drama					
0936	1	Thriller					
0937	1	Thriller					
0938	1	Drama					
0939	1	Comedy					
0941	1	Thriller					
0942	1	Drama					
0943	1	Comedy					
0944	1	Drama					
0945	1	Thriller					
0946	1	Horror					
0948	1	Drama					
0949	1	Comedy Drama					
0950	1	Drama					
0951	1	Comedy Drama					
0952	1	Comedy Drama					
0953	1	Drama					
0954	1	Drama					
0955	1	Drama					
0956	1	Comedy Drama					
0959	1	Drama					
0961	1	Drama					
0962	1	Drama					
0963	1	Comedy Drama					
0964	1	Comedy Drama					
0967	1	Drama					
0968	1	History [nf]					
0969	1	Comedy Drama					
0971	1	Drama					
0972	1	Drama					
0973	1	Drama					
0974	1	Drama					
0975	1	Drama					
0976	1	Drama					
0977	1	Comedy Drama					
0978	1	Drama					
0981	1	Drama					
0982	1	Romance					
0983	1	Drama					
0984	1	Drama					
0985	1	Drama					
0987	1	Comedy					
0988	1	Comedy					
0989	1	Drama					
0991	1	Comedy Drama					
0993	1	Film, TV & Radio [nf]					
0994	1	Comedy Drama					
0996	1	Comedy Drama					
0997	1	Drama					
0998	1	Drama					
0999	1	Drama					
1000	1	Drama					
1001	1	Drama					
1002	1	Drama					
1003	1	Comedy Drama					
1004	1	Drama					
1005	1	Drama					
1006	1	Comedy Drama					
1007	1	Drama					
1008	1	Comedy					
1009	1	Comedy					
1010	1	Drama					
1011	1	Drama					
1012	1	Drama					
1013	1	History [nf]					
1014	1	Comedy Drama					
1015	1	Comedy Drama					
1016	1	Comedy					
1018	1	Drama					
1019	1	Drama					
1020	1	Drama					
1021	1	Drama					
1022	1	Drama					
1023	1	Drama					
1024	1	Drama					
1025	1	Drama					
1026	1	Drama					
1027	1	Drama					
1028	1	Drama					
1029	1	Drama					
1030	1	Drama					
1031	1	Drama					
1032	1	Drama					
1033	1	Drama					
1034	1	Drama					
1035	1	Action					
1036	1	Action					
1037	1	Action					
1038	1	Action					
1039	1	Action					
1040	1	Action					
1041	1	Action					
1042	1	Action					
1046	1	Action					
1049	1	Action					
1050	1	Action					
1052	1	Action					
1058	1	Action					
1060	1	Action					
1062	1	Action					
1063	1	Action					
1064	1	Science Fiction					
1066	1	Action					
1067	1	Comedy Drama					
1070	1	Action					
1071	1	Action					
1072	1	Action					
1073	1	Action					
1074	1	Action					
1078	1	Action					
1079	1	Action					
1081	1	Action					
1083	1	Action					
1084	1	Action					
1085	1	Action					
1086	1	Action					
1088	1	Action					
1089	1	Drama					
1090	1	Drama					
1091	1	Drama					
1092	1	Drama					
1093	1	Drama					
1095	1	Drama					
1096	1	Drama					
1097	1	Drama					
1099	1	Drama					
1100	1	Drama					
1101	1	Drama					
1102	1	Drama					
1103	1	Drama					
1104	1	Drama					
1105	1	Drama					
1106	1	Drama					
1107	1	Drama					
1108	1	Drama					
1109	1	Drama					
1110	1	Drama					
1111	1	Drama					
1112	1	Drama					
1113	1	Drama					
1114	1	Drama					
1115	1	Drama					
1116	1	Drama					
1117	1	Drama					
1119	1	Drama					
1120	1	Drama					
1121	1	Drama					
1122	1	Drama					
1123	1	Drama					
1124	1	Drama					
1125	1	Drama					
1126	1	Drama					
1127	1	Drama					
1128	1	Drama					
1129	1	Drama					
1130	1	Drama					
1131	1	Drama					
1133	1	Drama					
1134	1	Drama					
1135	1	Drama					
1136	1	Drama					
1137	1	Drama					
1138	1	Drama					
1139	1	Drama					
1140	1	Drama					
1141	1	Drama					
1142	1	Drama					
1143	1	Drama					
1144	1	Drama					
1145	1	Drama					
1146	1	Drama					
1147	1	Drama					
1148	1	Drama					
1149	1	Drama					
1150	1	Drama					
1151	1	Drama					
1152	1	Drama					
1153	1	Drama					
1154	1	Drama					
1155	1	Drama					
1156	1	Drama					
1157	1	Drama					
1158	1	Drama					
1159	1	Drama					
1160	1	Drama					
1161	1	Drama					
1164	1	Drama					
1165	1	Drama					
1166	1	Drama					
1167	1	Drama					
1169	1	Drama					
1170	1	Drama					
1171	1	Drama					
1172	1	Drama					
1173	1	Drama					
1174	1	Drama					
1175	1	Drama					
1176	1	Drama					
1177	1	Drama					
1178	1	Drama					
1180	1	Thriller					
1181	1	Drama					
1182	1	Drama					
1183	1	Drama					
1184	1	Drama					
1185	1	Drama					
1186	1	Drama					
1187	1	Drama					
1188	1	Drama					
1189	1	Drama					
1190	1	Drama					
1191	1	Drama					
1193	1	Drama					
1194	1	Drama					
1195	1	Drama					
1196	1	Drama					
1197	1	Drama					
1199	1	Comedy					
1202	1	Comedy					
1203	1	Comedy					
1204	1	Comedy					
1205	1	Comedy					
1206	1	Comedy					
1208	1	Comedy					
1209	1	Comedy					
1210	1	Comedy					
1211	1	Comedy					
1212	1	Comedy					
1213	1	Comedy					
1214	1	Comedy					
1215	1	Comedy					
1216	1	Comedy					
1217	1	Comedy					
1218	1	Comedy					
1220	1	Comedy					
1221	1	Comedy					
1222	1	Comedy					
1224	1	Comedy					
1226	1	Comedy					
1228	1	Comedy					
1229	1	Comedy					
1230	1	Comedy					
1231	1	Comedy					
1232	1	Comedy					
1234	1	Comedy					
1236	1	Comedy					
1237	1	Comedy					
1238	1	Comedy					
1239	1	Comedy					
1241	1	Comedy					
1242	1	Comedy					
1243	1	Comedy					
1244	1	Comedy					
1245	1	Comedy					
1246	1	Comedy					
1247	1	Comedy					
1248	1	Comedy					
1249	1	Comedy					
1250	1	Comedy					
1251	1	Comedy					
1252	1	Comedy					
1254	1	Comedy					
1255	1	Comedy					
1256	1	Comedy					
1257	1	Comedy					
1258	1	Comedy					
1259	1	Comedy					
1261	1	Comedy					
1262	1	Comedy					
1263	1	Comedy					
1264	1	Comedy					
1265	1	Comedy					
1266	1	Comedy					
1267	1	Comedy					
1269	1	Comedy					
1271	1	Comedy					
1273	1	Comedy					
1275	1	Comedy					
1276	1	Comedy					
1277	1	Comedy					
1278	1	Comedy					
1279	1	Comedy					
1280	1	Comedy					
1281	1	Comedy					
1282	1	Comedy					
1283	1	Comedy					
1284	1	Comedy					
1285	1	Comedy					
1287	1	Comedy					
1288	1	Comedy					
1289	1	Comedy					
1290	1	Comedy					
1291	1	Comedy					
1292	1	Comedy					
1293	1	Comedy					
1294	1	Comedy					
1297	1	Comedy					
1298	1	Comedy					
1300	1	Comedy					
1301	1	Comedy					
1303	1	Comedy					
1304	1	Comedy					
1305	1	Comedy					
1311	1	Children's/Family					
1312	1	Children's/Family					
1313	1	Children's/Family					
1317	1	Children's/Family					
1318	1	Children's/Family					
1319	1	Children's/Family					
1322	1	Children's/Family					
1331	1	Children's/Family					
1334	1	Children's/Family					
1340	1	Fantasy					
1343	1	Children's/Family					
1349	1	Children's/Family					
1350	1	Children's/Family					
1351	1	Children's/Family					
1353	1	Avant-garde / Experimental					
1354	1	Avant-garde / Experimental					
1356	1	Fantasy					
1357	1	Comedy					
1358	1	Fantasy					
1359	1	Fantasy					
1360	1	Fantasy					
1362	1	Fantasy					
1366	1	Fantasy					
