movie	iheartmovies	genre							
0097	4	Comedy	Drama	Musical	Comedy - Drama - Musical				
0101	4	Action	Adventure	Drama	Action - Adventure - Drama				
0106	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0116	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0119	4	Comedy	Drama	Fantasy	Comedy - Drama - Fantasy				
0130	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0134	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0136	4	Animation	Fantasy	Romance	Animation - Fantasy - Romance				
0144	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0145	4	Action	Drama	Thriller	Action - Drama - Thriller				
0147	4	Adventure	Drama	Scifi	Adventure - Drama - Scifi				
0148	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
0149	4	Comedy	Crime	Mystery	Comedy - Crime - Mystery				
0151	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0153	4	Comedy	Drama	Scifi	Comedy - Drama - Scifi				
0155	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0169	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
0170	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
0191	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
0207	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0211	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
0215	4	Action	Adventure	Drama	Action - Adventure - Drama				
0218	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0219	4	Action	Comedy	Romance	Action - Comedy - Romance				
0227	4	Action	Comedy	Horror	Action - Comedy - Horror				
0229	4	Action	Crime	Drama	Action - Crime - Drama				
0230	4	Animation	Horror	Scifi	Animation - Horror - Scifi				
0233	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
0234	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
0237	4	Action	Drama	Thriller	Action - Drama - Thriller				
0238	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0240	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
0243	4	Adventure	Drama	Thriller	Adventure - Drama - Thriller				
0244	4	Comedy	Drama	Thriller	Comedy - Drama - Thriller				
0245	4	Action	Adventure	Comedy	Action - Adventure - Comedy				
0247	4	Drama	Fantasy	Romance	Drama - Fantasy - Romance				
0251	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0258	4	Adventure	Biography	Drama	Adventure - Biography - Drama				
0259	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0262	4	Action	Crime	Thriller	Action - Crime - Thriller				
0272	4	Action	Adventure	Thriller	Action - Adventure - Thriller				
0275	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
0276	4	Comedy	Fantasy	Scifi	Comedy - Fantasy - Scifi				
0287	4	Biography	Drama	Sport	Biography - Drama - Sport				
0294	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0307	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
0308	4	Drama	Horror	Scifi	Drama - Horror - Scifi				
0309	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0311	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0313	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0314	4	Action	Drama	Sport	Action - Drama - Sport				
0320	4	Comedy	Fantasy	Scifi	Comedy - Fantasy - Scifi				
0321	4	Animation	Drama	Musical	Animation - Drama - Musical				
0322	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
0327	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0331	4	Biography	Comedy	Drama	Biography - Comedy - Drama				
0333	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0334	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0337	4	Action	Animation	Scifi	Action - Animation - Scifi				
0338	4	Comedy	Drama	Fantasy	Comedy - Drama - Fantasy				
0339	4	Adventure	Drama	Romance	Adventure - Drama - Romance				
0341	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0348	4	Action	Drama	Thriller	Action - Drama - Thriller				
0353	4	Drama	Horror	Mystery	Drama - Horror - Mystery				
0354	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
0358	4	Adventure	Fantasy	Scifi	Adventure - Fantasy - Scifi				
0362	4	Adventure	Comedy	Drama	Adventure - Comedy - Drama				
0368	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0370	4	Adventure	Animation	Comedy	Adventure - Animation - Comedy				
0381	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0391	4	Action	Drama	Thriller	Action - Drama - Thriller				
0392	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0395	4	Comedy	Crime	Mystery	Comedy - Crime - Mystery				
0397	4	Adventure	Family	Scifi	Adventure - Family - Scifi				
0403	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
0408	4	Drama	Scifi	Thriller	Drama - Scifi - Thriller				
0411	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0414	4	Drama	Fantasy	Scifi	Drama - Fantasy - Scifi				
0417	4	Comedy	Drama	Fantasy	Comedy - Drama - Fantasy				
0422	4	Action	Drama	Sport	Action - Drama - Sport				
0423	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0429	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0432	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
0440	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
0441	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
0442	4	Adventure	Animation	Fantasy	Adventure - Animation - Fantasy				
0444	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0451	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
0453	4	Action	Comedy	Crime	Action - Comedy - Crime				
0459	4	Action	Horror	Scifi	Action - Horror - Scifi				
0463	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
0464	4	Comedy	Crime	Romance	Comedy - Crime - Romance				
0465	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
0466	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0469	4	Action	Adventure	Drama	Action - Adventure - Drama				
0471	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0472	4	Comedy	Drama	Musical	Comedy - Drama - Musical				
0484	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0490	4	Comedy	Fantasy	Horror	Comedy - Fantasy - Horror				
0494	4	Crime	Horror	Mystery	Crime - Horror - Mystery				
0498	4	Adventure	Fantasy	Family	Adventure - Fantasy - Family				
0504	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
0508	4	Action	Horror	Thriller	Action - Horror - Thriller				
0509	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
0511	4	Animation	Comedy	Romance	Animation - Comedy - Romance				
0530	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0539	4	Adventure	Drama	Romance	Adventure - Drama - Romance				
0541	4	Action	Crime	Drama	Action - Crime - Drama				
0544	4	Comedy	Crime	Romance	Comedy - Crime - Romance				
0545	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0557	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0560	4	Adventure	Animation	Comedy	Adventure - Animation - Comedy				
0561	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0562	4	Action	Adventure	Romance	Action - Adventure - Romance				
0563	4	Comedy	Horror	Romance	Comedy - Horror - Romance				
0566	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0569	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0570	4	Comedy	Fantasy	Horror	Comedy - Fantasy - Horror				
0571	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0573	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0576	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0585	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0586	4	Fantasy	Horror	Scifi	Fantasy - Horror - Scifi				
0587	4	Fantasy	Horror	Scifi	Fantasy - Horror - Scifi				
0591	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0600	4	Action	Drama	Scifi	Action - Drama - Scifi				
0609	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0611	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0614	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0618	4	Action	Drama	Thriller	Action - Drama - Thriller				
0626	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0628	4	Action	Drama	Thriller	Action - Drama - Thriller				
0630	4	Mystery	Romance	Thriller	Mystery - Romance - Thriller				
0631	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0635	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
0646	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0650	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0652	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0657	4	Comedy	Fantasy	Horror	Comedy - Fantasy - Horror				
0660	4	Adventure	Crime	Drama	Adventure - Crime - Drama				
0664	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
0666	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
0670	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0673	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0675	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0677	4	Action	Adventure	Comedy	Action - Adventure - Comedy				
0683	4	Action	Crime	Scifi	Action - Crime - Scifi				
0690	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
0692	4	Animation	Fantasy	Scifi	Animation - Fantasy - Scifi				
0695	4	Action	Comedy	Crime	Action - Comedy - Crime				
0698	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0699	4	Crime	Drama	Mystery	Crime - Drama - Mystery				
0701	4	Action	Comedy	Drama	Action - Comedy - Drama				
0704	4	Action	Comedy	Romance	Action - Comedy - Romance				
0705	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0707	4	Adventure	Drama	Romance	Adventure - Drama - Romance				
0712	4	Action	Comedy	Thriller	Action - Comedy - Thriller				
0716	4	Action	Comedy	Crime	Action - Comedy - Crime				
0739	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0740	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
0742	4	Comedy	Fantasy	Sport	Comedy - Fantasy - Sport				
0754	4	Adventure	Fantasy	Romance	Adventure - Fantasy - Romance				
0757	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0772	4	Action	Comedy	Horror	Action - Comedy - Horror				
0773	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0774	4	Adventure	Animation	Drama	Adventure - Animation - Drama				
0777	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0780	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0782	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0788	4	Adventure	Comedy	Fantasy	Adventure - Comedy - Fantasy				
0790	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0793	4	Action	Adventure	Thriller	Action - Adventure - Thriller				
0798	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0801	4	Fantasy	Horror	Thriller	Fantasy - Horror - Thriller				
0808	4	Action	Adventure	Scifi	Action - Adventure - Scifi				
0810	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0811	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0817	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0818	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0847	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
0854	4	Action	Adventure	Drama	Action - Adventure - Drama				
0861	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
0872	4	Biography	Drama	Thriller	Biography - Drama - Thriller				
0875	4	Crime	Drama	Mystery	Crime - Drama - Mystery				
0878	4	Adventure	Fantasy	Thriller	Adventure - Fantasy - Thriller				
0879	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0895	4	Drama	Scifi	Thriller	Drama - Scifi - Thriller				
0896	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0897	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0904	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0905	4	Drama	Musical	Romance	Drama - Musical - Romance				
0911	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0913	4	Adventure	Comedy	Romance	Adventure - Comedy - Romance				
0916	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
0918	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0919	4	Adventure	Comedy	Scifi	Adventure - Comedy - Scifi				
0923	4	Crime	Horror	Mystery	Crime - Horror - Mystery				
0930	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0932	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
0934	4	Adventure	Animation	Fantasy	Adventure - Animation - Fantasy				
0941	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0942	4	Crime	Drama	Mystery	Crime - Drama - Mystery				
0947	4	Adventure	Crime	Thriller	Adventure - Crime - Thriller				
0951	4	Adventure	Animation	Fantasy	Adventure - Animation - Fantasy				
0956	4	Action	Comedy	Crime	Action - Comedy - Crime				
0957	4	Action	Crime	Thriller	Action - Crime - Thriller				
0960	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
0972	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
0981	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
0984	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
0988	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller				
0989	4	Adventure	Drama	Romance	Adventure - Drama - Romance				
0995	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
0999	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1005	4	Action	Adventure	Drama	Action - Adventure - Drama				
1010	4	Action	Mystery	Thriller	Action - Mystery - Thriller				
1011	4	Animation	Comedy	Musical	Animation - Comedy - Musical				
1012	4	Adventure	Crime	Drama	Adventure - Crime - Drama				
1014	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
1027	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
1033	4	Biography	Drama	Romance	Biography - Drama - Romance				
1034	4	Drama	Scifi	Thriller	Drama - Scifi - Thriller				
1041	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
1048	4	Comedy	Romance	Sport	Comedy - Romance - Sport				
1049	4	Crime	Horror	Thriller	Crime - Horror - Thriller				
1054	4	Drama	Musical	Romance	Drama - Musical - Romance				
1059	4	Adventure	Comedy	Fantasy	Adventure - Comedy - Fantasy				
1060	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
1061	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
1062	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1066	4	Crime	Drama	Romance	Crime - Drama - Romance				
1067	4	Animation	Fantasy	Musical	Animation - Fantasy - Musical				
1069	4	Comedy	Drama	Sport	Comedy - Drama - Sport				
1077	4	Adventure	Animation	Musical	Adventure - Animation - Musical				
1080	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1081	4	Drama	Mystery	Romance	Drama - Mystery - Romance				
1084	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1092	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1093	4	Drama	Scifi	Thriller	Drama - Scifi - Thriller				
1095	4	Adventure	Drama	Romance	Adventure - Drama - Romance				
1116	4	Biography	Drama	Sport	Biography - Drama - Sport				
1119	4	Drama	Mystery	Romance	Drama - Mystery - Romance				
1125	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1126	4	Action	Adventure	Drama	Action - Adventure - Drama				
1135	4	Action	Crime	Drama	Action - Crime - Drama				
1137	4	Action	Adventure	Drama	Action - Adventure - Drama				
1143	4	Horror	Romance	Scifi	Horror - Romance - Scifi				
1149	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1151	4	Biography	Comedy	Drama	Biography - Comedy - Drama				
1157	4	Action	Crime	Scifi	Action - Crime - Scifi				
1161	4	Action	Scifi	Sport	Action - Scifi - Sport				
1163	4	Crime	Drama	Romance	Crime - Drama - Romance				
1165	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1169	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1170	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1173	4	Crime	Scifi	Thriller	Crime - Scifi - Thriller				
1181	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1182	4	Drama	Musical	Romance	Drama - Musical - Romance				
1183	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1187	4	Action	Drama	War	Action - Drama - War				
1188	4	Crime	Horror	Thriller	Crime - Horror - Thriller				
1192	4	Drama	Fantasy	Musical	Drama - Fantasy - Musical				
1194	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
1196	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1200	4	Comedy	Crime	Horror	Comedy - Crime - Horror				
1209	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
1212	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller				
1214	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1221	4	Action	Adventure	Horror	Action - Adventure - Horror				
1226	4	Action	Comedy	Crime	Action - Comedy - Crime				
1233	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller				
1234	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1236	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1239	4	Biography	Drama	Romance	Biography - Drama - Romance				
1244	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1250	4	Action	Adventure	Drama	Action - Adventure - Drama				
1252	4	Action	Adventure	Drama	Action - Adventure - Drama				
1253	4	Comedy	Family	Scifi	Comedy - Family - Scifi				
1254	4	Comedy	Family	Scifi	Comedy - Family - Scifi				
1261	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
1271	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1272	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
1276	4	Drama	Fantasy	Thriller	Drama - Fantasy - Thriller				
1281	4	Comedy	Horror	Scifi	Comedy - Horror - Scifi				
1283	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1287	4	Action	Fantasy	Scifi	Action - Fantasy - Scifi				
1290	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
1294	4	Drama	Fantasy	Romance	Drama - Fantasy - Romance				
1300	4	Action	Comedy	Scifi	Action - Comedy - Scifi				
1304	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
1309	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
1311	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1315	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
1323	4	Action	Adventure	Scifi	Action - Adventure - Scifi				
1331	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1332	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1333	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
1334	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1344	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1345	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1346	4	Action	Adventure	Comedy	Action - Adventure - Comedy				
1348	4	Action	Mystery	Thriller	Action - Mystery - Thriller				
1352	4	Action	Comedy	Scifi	Action - Comedy - Scifi				
1361	4	Action	Adventure	Scifi	Action - Adventure - Scifi				
1369	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
1373	4	Crime	Musical	Thriller	Crime - Musical - Thriller				
1377	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
1378	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1380	4	Biography	Drama	Romance	Biography - Drama - Romance				
1382	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1390	4	Action	Comedy	Drama	Action - Comedy - Drama				
1393	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1394	4	Action	Drama	Thriller	Action - Drama - Thriller				
1396	4	Action	Adventure	Comedy	Action - Adventure - Comedy				
1398	4	Adventure	Comedy	Drama	Adventure - Comedy - Drama				
1399	4	Crime	Mystery	Thriller	Crime - Mystery - Thriller				
1401	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller				
1402	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
1413	4	Action	Adventure	Drama	Action - Adventure - Drama				
1418	4	Animation	Comedy	Musical	Animation - Comedy - Musical				
1425	4	Comedy	Musical	Romance	Comedy - Musical - Romance				
1427	4	Adventure	Drama	Thriller	Adventure - Drama - Thriller				
1428	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
1437	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
1443	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1445	4	Action	Adventure	Drama	Action - Adventure - Drama				
1450	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1451	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1458	4	Comedy	Drama	Thriller	Comedy - Drama - Thriller				
1464	4	Action	Animation	Scifi	Action - Animation - Scifi				
1466	4	Comedy	Horror	Thriller	Comedy - Horror - Thriller				
1471	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1476	4	Action	Drama	Thriller	Action - Drama - Thriller				
1478	4	Comedy	Drama	Musical	Comedy - Drama - Musical				
1487	4	Action	Drama	Scifi	Action - Drama - Scifi				
1488	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1490	4	Action	Adventure	Drama	Action - Adventure - Drama				
1492	4	Action	Comedy	Drama	Action - Comedy - Drama				
1494	4	Action	Adventure	Comedy	Action - Adventure - Comedy				
1498	4	Comedy	Crime	Mystery	Comedy - Crime - Mystery				
1499	4	Drama	Romance	Sport	Drama - Romance - Sport				
1503	4	Adventure	Animation	Fantasy	Adventure - Animation - Fantasy				
1504	4	Adventure	Horror	Thriller	Adventure - Horror - Thriller				
1506	4	Action	Drama	Thriller	Action - Drama - Thriller				
1508	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1509	4	Biography	Drama	Romance	Biography - Drama - Romance				
1510	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1514	4	Action	Adventure	Thriller	Action - Adventure - Thriller				
1515	4	Biography	Drama	Sport	Biography - Drama - Sport				
1516	4	Drama	Horror	Thriller	Drama - Horror - Thriller				
1517	4	Drama	Fantasy	Horror	Drama - Fantasy - Horror				
1520	4	Drama	Sport	Thriller	Drama - Sport - Thriller				
1523	4	Adventure	Drama	Scifi	Adventure - Drama - Scifi				
1529	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1541	4	Comedy	Mystery	Romance	Comedy - Mystery - Romance				
1542	4	Crime	Drama	Horror	Crime - Drama - Horror				
1543	4	Action	Mystery	Thriller	Action - Mystery - Thriller				
1547	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1548	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1549	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
1554	4	Adventure	Horror	Thriller	Adventure - Horror - Thriller				
1562	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1573	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1574	4	Crime	Horror	Mystery	Crime - Horror - Mystery				
1578	4	Biography	Drama	Sport	Biography - Drama - Sport				
1579	4	Adventure	Fantasy	Mystery	Adventure - Fantasy - Mystery				
1581	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1590	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
1591	4	Action	Adventure	Thriller	Action - Adventure - Thriller				
1593	4	Action	Drama	Sport	Action - Drama - Sport				
1600	4	Crime	Drama	Mystery	Crime - Drama - Mystery				
1602	4	Adventure	Animation	Drama	Adventure - Animation - Drama				
1603	4	Action	Adventure	Fantasy	Action - Adventure - Fantasy				
1604	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1615	4	Animation	Fantasy	Musical	Animation - Fantasy - Musical				
1617	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1618	4	Comedy	Crime	Drama	Comedy - Crime - Drama				
1626	4	Action	Drama	Thriller	Action - Drama - Thriller				
1635	4	Comedy	Mystery	Romance	Comedy - Mystery - Romance				
1639	4	Action	Adventure	Thriller	Action - Adventure - Thriller				
1647	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
1649	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1656	4	Adventure	Drama	Thriller	Adventure - Drama - Thriller				
1657	4	Action	Crime	Drama	Action - Crime - Drama				
1658	4	Action	Romance	Sport	Action - Romance - Sport				
1660	4	Animation	Fantasy	Musical	Animation - Fantasy - Musical				
1662	4	Drama	Musical	Romance	Drama - Musical - Romance				
1664	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1670	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1673	4	Action	Comedy	Thriller	Action - Comedy - Thriller				
1676	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1678	4	Adventure	Comedy	Mystery	Adventure - Comedy - Mystery				
1689	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1691	4	Action	Drama	Sport	Action - Drama - Sport				
1693	4	Action	Crime	Thriller	Action - Crime - Thriller				
1700	4	Drama	Romance	Thriller	Drama - Romance - Thriller				
1702	4	Adventure	Animation	Comedy	Adventure - Animation - Comedy				
1704	4	Animation	Fantasy	Musical	Animation - Fantasy - Musical				
1709	4	Biography	Drama	Sport	Biography - Drama - Sport				
1715	4	Adventure	Comedy	Drama	Adventure - Comedy - Drama				
1717	4	Biography	Drama	Romance	Biography - Drama - Romance				
1720	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
1723	4	Horror	Scifi	Thriller	Horror - Scifi - Thriller				
1727	4	Comedy	Crime	Thriller	Comedy - Crime - Thriller				
1730	4	Adventure	Comedy	Scifi	Adventure - Comedy - Scifi				
1734	4	Horror	Mystery	Thriller	Horror - Mystery - Thriller				
1747	4	Adventure	Drama	Fantasy	Adventure - Drama - Fantasy				
1750	4	Animation	Comedy	Fantasy	Animation - Comedy - Fantasy				
1756	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1762	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1765	4	Action	Scifi	Thriller	Action - Scifi - Thriller				
1766	4	Adventure	Crime	Drama	Adventure - Crime - Drama				
1770	4	Action	Adventure	Romance	Action - Adventure - Romance				
1780	4	Crime	Mystery	Thriller	Crime - Mystery - Thriller				
1784	4	Drama	Mystery	Thriller	Drama - Mystery - Thriller				
1787	4	Drama	Musical	Romance	Drama - Musical - Romance				
1812	4	Animation	Drama	Fantasy	Animation - Drama - Fantasy				
1813	4	Action	Crime	Thriller	Action - Crime - Thriller				
1816	4	Drama	Fantasy	Horror	Drama - Fantasy - Horror				
1821	4	Action	Crime	Drama	Action - Crime - Drama				
1824	4	Comedy	Musical	Sport	Comedy - Musical - Sport				
1826	4	Comedy	Fantasy	Romance	Comedy - Fantasy - Romance				
1828	4	Comedy	Drama	Romance	Comedy - Drama - Romance				
1835	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1836	4	Adventure	Comedy	Drama	Adventure - Comedy - Drama				
1837	4	Action	Adventure	Scifi	Action - Adventure - Scifi				
1838	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
1845	4	Action	Crime	Drama	Action - Crime - Drama				
1847	4	Drama	Fantasy	Romance	Drama - Fantasy - Romance				
1849	4	Action	Comedy	Drama	Action - Comedy - Drama				
1855	4	Drama	Sport	Thriller	Drama - Sport - Thriller				
1861	4	Crime	Drama	Thriller	Crime - Drama - Thriller				
